ID,LastName,FirstName,URL,Weight,TeamID,MemberID,Birthday,PlayerNum,YearsPro,Drafted,Height,Salary,StandingLayup,DrivingLayup,PostFadeaway,PostHook,PostControl,DrawFoul,MovingShotClose,StandingShotClose,MovingShotMidRange,StandingShotMidRange,MovingShotThree,StandingShotThree,FreeThrow,BallControl,PassingVision,PassingIQ,PassingAccuracy,BoxOut,OffensiveRebound,DeffensiveRebound,LateralQuickness,PassPerception,Block,ShotContest,Steal,DefensiveConsistency,OnBallDefenseIQ,PickAndRollDefenseIQ,HelpDefensiveIQ,LowPostDefenseIQ,StandingDunk,DrivingDunk,ContactDunk,Speed,Acceleration,Vertical,Strength,Stamina,Hustle,ShotIQ,Hands,ReactionTime,OffensiveConsistency,,,,,,,,,,,,,,,,,OverallDurability,,Shot,StandingLayup,DrivingLayup,StandingDunk,DrivingDunk,FlashyDunk,AlleyDop,Putback,Crash,SpinLayup,HopStepLayup,EuroStepLayup,Floater,StepThroughShot,ShotUnderBasket,ShotClose,ShotCloseLeft,ShotCloseMiddle,ShotCloseRight,ShotMidRange,ShotMidRangeLeft,ShotMidRangeLeftCenter,ShotMidRangeCenter,ShotMidRangeRightCenter,ShotMidRangeRight,ShotThree,ShotThreeLeft,ShotThreeLeftCenter,ShotThreeCenter,ShotThreeRightCenter,ShotThreeRight,ContestedJumper,StepBackJumper,SpinJumper,PullUpInTransaction,UseGlass,Drive,DriveRight,TripleThreatPumpFake,TripleThreatJabStep,TripleThreatIdle,TripleThreatShot,SetupWithSizeup,SetupWithHesitation,NoSetupDribble,DrivingCrossover,DrivingSpin,DrivingStepBack,DrivingHalfSpin,,DrivingBehindTheBack,DrivingDribbleHesitation,DrivingInAndOut,NoDrivingDribbleMove,AttachStrongOnDrive,DishToOpenMan,Touches,,RollvsPop,,,,,,,,,,,,,,,,,FlashyPass,AlleyDopPass,PassInterception,TakeCharge,OnBallSteal,ContestShot,BlockShot,Foul,HardFoul
3618,Lewis,Ike,,240,66,3574,10/23/1978,8,1,R:1 P:0,"16' 4""",82000,76,48,53,58,62,57,60,61,85,84,86,84,62,40,36,52,36,69,66,67,55,52,60,65,50,30,51,60,52,73,70,38,55,70,78,75,66,65,76,84,60,59,30,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,50,88,50,84,50,84,84,10,67,5,94,99,70,99,25,68,63,6,2,0,54,3,1,4,4,1,66,3,1,5,2,0,54,97,1,50,32,99,44,22,56,97,11,89,72,45,98,24,45,18,96,75,75,80,35,43,36,99,7,98,60,18,93,19,54,50,50,50,50,87,87,87,28,87,56,72,94,9,63,36,41,60,60,28,2
3619,Goodwin,Happy,,180,66,3557,7/5/1977,9,1,R:1 P:0,"16' 10""",82000,80,80,42,35,38,58,58,47,49,47,74,78,61,81,74,58,52,33,31,29,71,45,43,70,44,25,51,53,45,30,28,30,25,74,74,45,25,70,59,42,63,75,30,99,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,99,50,88,50,88,88,45,82,42,57,99,91,54,25,36,58,4,2,3,44,5,10,5,4,7,23,5,9,5,2,3,44,97,69,50,90,97,47,12,56,98,24,99,58,39,94,32,48,42,77,57,69,97,36,47,74,98,73,97,23,33,27,97,65,50,50,50,50,94,94,94,76,94,88,91,62,74,88,31,58,96,96,44,2
3620,Carter,David,,175,66,3555,12/30/1985,16,1,R:1 P:0,"0' 3""",82000,57,62,45,41,51,35,55,63,62,56,46,46,59,63,55,62,66,33,27,31,75,57,56,67,50,30,57,45,42,35,44,63,25,88,85,82,42,61,50,38,60,73,25,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,30,19,4,4,5,51,5,11,4,4,6,6,5,10,4,3,5,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,55,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3621,Williams,Anthony,,190,66,3562,1/10/1984,17,1,R:1 P:0,"1' 6""",82000,69,77,61,47,51,37,48,64,60,45,51,52,63,62,55,51,45,60,42,71,69,53,57,40,58,35,42,40,59,35,67,68,25,69,81,71,72,69,69,32,61,73,25,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,50,30,42,30,42,42,30,59,38,61,50,70,91,25,35,51,4,3,6,92,3,9,4,3,5,31,4,10,5,3,6,92,70,30,50,25,90,64,10,51,39,19,38,13,49,24,2,6,0,2,0,22,5,39,69,55,57,18,92,1,15,52,52,63,50,50,50,50,18,18,18,63,10,0,9,79,10,85,45,99,53,53,36,10
3622,Hollins,Derek,,250,66,3554,1/1/1984,18,1,R:1 P:0,"1' 6""",82000,75,59,58,60,68,57,58,68,36,45,34,37,71,47,41,49,45,68,74,40,52,62,70,63,46,35,53,56,61,65,73,55,30,53,54,61,34,58,60,52,62,65,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,41,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
3623,Roberts,Bobby,,175,66,3566,12/30/1985,19,1,R:1 P:0,"0' 3""",82000,82,54,70,51,50,41,64,69,37,34,34,33,67,73,39,39,39,63,63,64,47,56,68,65,51,30,58,53,58,67,72,55,25,51,47,48,57,54,50,53,60,57,25,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,68,19,6,2,0,51,3,1,4,4,1,6,3,1,5,2,0,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,39,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3624,Landry,Jodie,,190,66,3648,1/10/1984,26,1,R:1 P:0,"1' 6""",82000,49,65,29,31,34,27,51,59,66,77,59,68,55,68,42,42,49,34,28,35,72,49,44,66,57,25,63,58,58,25,34,36,25,81,75,78,32,52,36,43,73,54,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,50,30,42,30,42,42,30,59,38,61,50,70,91,25,30,51,4,4,5,92,5,11,4,4,6,31,5,10,4,3,5,92,70,30,50,25,90,64,10,51,39,19,38,13,49,24,2,6,0,2,0,22,5,39,69,42,57,18,92,1,15,52,52,63,50,50,50,50,18,18,18,63,10,0,9,79,10,85,45,99,53,53,36,10
3625,Ewing,Jared,,250,66,3560,1/1/1984,27,1,R:1 P:0,"1' 6""",82000,71,60,67,70,76,37,70,68,43,56,42,53,72,52,50,50,49,54,52,55,56,50,70,69,45,30,51,61,50,69,62,66,25,62,59,55,69,67,56,47,68,59,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,50,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
4826,Rozier,Terry,,190,67,4460,7/14/1991,0,1,R:1 P:16,"16' 11""",82000,73,75,53,45,48,45,71,72,76,74,70,72,79,73,48,60,58,44,37,50,78,65,41,68,68,50,73,72,59,55,40,65,35,84,80,81,64,81,70,44,73,68,45,76,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,79,99,70,25,60,15,40,70,75,30,20,65,80,75,55,91,36,25,4,2,3,35,5,10,5,4,7,40,5,9,5,2,3,50,40,25,35,15,80,52,5,20,35,40,30,30,40,30,40,50,25,15,0,60,30,99,70,48,80,5,0,50,40,30,30,4,0,0,30,35,0,0,30,15,10,0,0,25,10,68,45,72,45,41,46,55
3627,Sanders,Dominique,,200,67,3576,12/22/1976,19,1,R:1 P:0,"3' 3""",82000,65,73,65,49,53,35,45,40,64,68,63,84,75,60,65,65,65,44,38,44,66,60,43,60,66,30,62,63,61,39,43,40,25,75,76,66,49,68,60,57,64,70,30,99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,50,59,50,60,50,60,60,10,77,57,86,52,84,44,25,30,36,4,4,5,61,5,11,4,4,6,37,5,10,4,3,5,61,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,43,65,66,59,72,0,45,31,31,35,50,50,50,50,33,33,33,35,6,0,17,60,9,72,59,56,56,56,33,21
3628,White,Andy,,195,67,3568,8/29/1979,18,1,R:1 P:0,"2' 2""",82000,60,77,59,37,49,42,73,69,60,64,53,48,79,57,56,55,55,54,52,60,71,62,68,59,58,40,54,55,56,69,56,53,25,67,72,73,38,76,82,45,70,74,35,99,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,50,73,50,90,50,90,90,10,77,27,86,52,84,44,25,35,36,4,3,6,59,3,9,4,3,5,95,4,10,5,3,6,59,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,49,56,66,59,72,0,45,31,31,30,50,50,50,50,33,33,33,35,6,0,17,60,10,72,59,56,56,56,33,21
3629,Payton,Andre,,235,67,3633,2/26/1970,17,1,R:1 P:0,"1' 9""",82000,78,50,75,71,50,47,55,50,67,75,36,33,71,47,48,47,48,71,69,68,66,51,69,65,59,30,50,58,50,69,76,51,35,55,60,62,71,71,69,30,66,55,35,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,79,75,63,75,63,63,60,80,42,28,57,46,83,25,49,61,6,3,2,76,4,4,4,6,4,18,4,4,5,3,2,76,70,0,50,65,77,56,11,47,42,35,14,10,76,8,2,6,2,0,0,22,1,82,83,48,81,84,5,0,49,13,13,30,50,50,50,50,1,1,1,30,10,0,1,14,10,27,35,34,68,68,43,80
3630,Mack,Milan,,240,67,3647,10/23/1978,9,1,R:1 P:0,"16' 4""",82000,78,50,75,71,82,47,55,80,67,84,36,33,71,47,48,47,48,71,69,77,66,51,69,65,59,30,50,58,50,69,76,51,35,55,60,62,71,71,69,30,66,55,35,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,50,88,50,84,50,84,84,10,67,5,94,99,70,99,25,68,63,6,2,0,54,3,1,4,4,1,66,3,1,5,2,0,54,97,1,50,32,99,44,22,56,97,11,89,72,45,98,24,45,18,96,75,75,80,35,43,37,99,7,98,60,18,93,19,54,50,50,50,50,87,87,87,28,87,56,72,94,9,63,36,41,60,60,28,2
3631,Odom,Michael,,180,67,3561,7/5/1977,8,1,R:1 P:0,"16' 10""",82000,57,72,41,32,45,45,68,69,49,63,58,59,70,74,60,75,64,27,33,25,44,47,40,51,67,25,59,58,61,27,35,25,25,79,85,42,83,76,35,52,67,78,30,99,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,99,50,88,50,88,88,45,82,42,57,99,91,54,25,36,58,4,2,3,44,5,10,5,4,7,23,5,9,5,2,3,44,97,69,50,90,97,47,12,56,98,24,99,58,39,94,32,48,42,77,57,69,97,36,47,60,98,73,97,23,33,27,97,65,50,50,50,50,94,94,94,76,94,88,91,62,74,88,31,58,96,96,44,2
3626,Price,Kendrick,,170,67,3575,4/23/1974,7,6,R:1 P:0,"0' 9""",82000,67,63,55,48,47,29,72,64,66,70,67,60,76,80,71,67,75,35,33,37,76,48,30,46,48,25,46,53,54,42,39,33,25,83,84,67,39,75,70,51,77,62,35,99,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76,50,45,1,1,1,1,1,5,21,12,39,50,41,61,25,36,11,4,2,3,37,5,10,5,4,7,55,5,9,5,2,3,37,50,10,50,13,33,61,43,35,22,6,35,20,45,30,3,5,3,1,3,11,7,37,32,71,26,5,72,50,2,15,59,53,50,50,50,50,25,25,25,53,10,8,17,66,35,57,46,68,54,54,51,21
3632,Russell,Jake,,175,67,3563,12/30/1985,6,1,R:1 P:0,"0' 3""",82000,69,68,47,40,42,42,70,63,72,71,59,55,63,67,55,63,57,34,31,34,78,35,29,49,40,51,45,49,47,32,25,30,25,83,83,62,45,62,58,50,64,61,25,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,30,19,4,4,5,51,5,11,4,4,6,6,5,10,4,3,5,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,55,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3635,Early,Mitch,,175,67,3567,12/30/1985,29,1,R:1 P:0,"0' 3""",82000,68,60,62,60,68,29,54,57,42,42,38,34,70,30,35,33,34,66,68,67,45,62,76,71,64,35,65,65,57,71,64,59,25,53,49,63,51,54,66,52,61,25,25,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,30,19,4,4,5,51,5,11,4,4,6,6,5,10,4,3,5,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,35,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3633,Hughes,Eddie,,190,67,3581,1/10/1984,28,1,R:1 P:0,"1' 6""",82000,65,63,61,48,58,36,66,60,47,56,46,49,74,73,68,66,68,52,50,50,58,48,50,70,59,35,58,57,62,57,56,47,25,69,67,76,63,63,50,58,69,62,35,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,50,30,42,30,42,42,30,59,38,61,50,70,91,25,35,51,4,3,6,92,3,9,4,3,5,31,4,10,5,3,6,92,70,30,50,25,90,64,10,51,39,19,38,13,49,24,2,6,0,2,0,22,5,39,69,68,57,18,92,1,15,52,52,63,50,50,50,50,18,18,18,63,10,0,9,79,10,85,45,99,53,53,36,10
3634,Thomas,Jake,,250,67,3642,1/1/1984,27,1,R:1 P:0,"1' 6""",82000,76,68,71,62,50,41,64,64,42,43,41,39,62,53,47,40,49,61,65,63,68,52,65,74,42,30,44,40,58,69,76,62,25,70,66,66,76,62,65,59,51,25,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,47,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
3637,Jones,Bryce,,250,67,3574,1/1/1984,26,1,R:1 P:0,"1' 6""",82000,65,70,66,53,66,43,78,74,43,28,41,31,53,51,40,44,31,60,65,35,72,49,64,52,58,30,62,40,46,50,63,62,25,65,66,60,60,53,70,37,68,68,40,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,40,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
3638,Free,Terry,,170,68,3643,4/23/1974,16,6,R:1 P:0,"0' 9""",82000,58,53,40,25,37,38,65,58,76,54,60,64,78,78,90,60,84,36,35,36,61,54,42,63,63,30,63,52,59,34,37,30,25,77,83,66,41,71,56,52,67,59,35,99,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76,50,45,1,1,1,1,1,5,21,12,39,50,41,61,25,36,11,4,2,3,37,5,10,5,4,7,55,5,9,5,2,3,37,50,10,50,13,33,61,43,35,22,6,35,20,45,30,3,5,3,1,3,11,7,37,32,77,26,5,72,50,2,15,59,53,50,50,50,50,25,25,25,53,10,8,17,66,35,57,46,68,54,54,51,21
3639,Fresh,Moochie,,200,68,3616,12/22/1976,17,1,R:1 P:0,"3' 3""",82000,74,78,57,35,46,35,50,82,84,84,86,88,62,62,54,71,40,36,36,40,71,43,60,68,67,30,60,59,61,26,42,85,25,88,89,84,60,84,52,49,85,68,25,99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,50,59,50,60,50,60,60,10,77,57,86,52,84,44,25,30,36,4,4,5,61,5,11,4,4,6,37,5,10,4,3,5,61,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,43,54,66,59,72,0,45,31,31,35,50,50,50,50,33,33,33,35,6,0,17,60,9,72,59,56,56,56,33,21
3640,Campbell,Mike,,195,68,3613,8/29/1979,26,1,R:1 P:0,"2' 2""",82000,68,72,63,42,51,30,69,69,71,62,59,67,74,74,85,65,65,44,37,42,64,60,42,63,55,30,48,30,54,43,45,49,25,79,75,79,54,76,52,49,66,73,90,99,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,50,73,50,90,50,90,90,10,77,27,86,52,84,44,25,35,36,4,3,6,59,3,9,4,3,5,95,4,10,5,3,6,59,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,49,65,66,59,72,0,45,31,31,30,50,50,50,50,33,33,33,35,6,0,17,60,10,72,59,56,56,56,33,21
4832,Looney,Kevon,,222,68,4431,9/16/1995,5,1,R:1 P:30,"1' 4""",82000,82,68,52,55,62,36,63,74,65,64,48,56,73,60,52,66,56,71,74,72,72,64,65,68,62,50,66,64,69,63,55,50,35,66,72,63,45,85,82,52,82,68,35,75,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,85,25,53,30,40,15,40,65,85,35,5,35,50,55,30,70,49,50,6,3,2,20,4,4,4,6,4,25,4,4,5,3,2,25,20,30,10,15,80,52,5,5,85,5,0,30,70,25,0,40,0,0,0,0,15,80,30,52,38,5,0,0,5,15,0,4,0,0,5,10,5,5,5,0,0,0,3,25,0,84,84,78,78,65,54,40
3642,Roberts,Stretch,,240,68,3603,10/23/1978,27,1,R:1 P:0,"16' 4""",82000,73,64,67,68,76,45,83,71,50,84,45,85,65,52,40,40,40,70,60,70,39,49,47,41,46,25,53,54,50,65,65,55,25,52,47,60,65,55,56,50,66,73,35,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,50,88,50,84,50,84,84,10,67,5,94,99,70,99,25,68,63,6,2,0,54,3,1,4,4,1,66,3,1,5,2,0,54,97,1,50,32,99,44,22,56,97,11,89,72,45,98,24,45,18,96,75,75,80,35,43,40,99,7,98,60,18,93,19,54,50,50,50,50,87,87,87,28,87,56,72,94,9,63,36,41,60,60,28,2
3643,Starks,Anthony,,180,68,3577,7/5/1977,18,1,R:1 P:0,"16' 10""",82000,70,59,51,25,52,58,63,64,51,43,58,47,72,78,58,74,76,39,27,39,80,37,50,41,61,25,53,41,61,39,49,66,25,87,77,45,47,68,75,55,66,62,30,99,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,99,50,88,50,88,88,45,82,42,57,99,91,54,25,36,58,4,2,3,44,5,10,5,4,7,23,5,9,5,2,3,44,97,69,50,90,97,47,12,56,98,24,99,58,39,94,32,48,42,77,57,69,97,36,47,58,98,73,97,23,33,27,97,65,50,50,50,50,94,94,94,76,94,88,91,62,74,88,31,58,96,96,44,2
3644,Barton,Clifford,,175,68,3578,12/30/1985,29,1,R:1 P:0,"0' 3""",82000,70,75,63,43,51,27,64,53,49,64,43,59,67,63,57,41,50,25,25,31,74,56,60,57,44,25,49,59,53,40,45,60,25,80,90,68,40,84,67,43,61,71,35,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,30,19,4,4,5,51,5,11,4,4,6,6,5,10,4,3,5,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,57,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3645,Morris,Jonathan,,190,68,3579,1/10/1984,6,1,R:1 P:0,"1' 6""",82000,76,60,68,53,59,33,71,65,65,60,63,72,71,67,60,60,60,47,50,49,58,42,38,48,53,30,50,55,43,53,57,67,25,72,75,71,53,68,51,58,72,57,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,50,30,42,30,42,42,30,59,38,61,50,70,91,25,35,51,4,3,6,92,3,9,4,3,5,31,4,10,5,3,6,92,70,30,50,25,90,64,10,51,39,19,38,13,49,24,2,6,0,2,0,22,5,39,69,60,57,18,92,1,15,52,52,63,50,50,50,50,18,18,18,63,10,0,9,79,10,85,45,99,53,53,36,10
3646,Johnson,David,,250,68,3583,1/1/1984,7,1,R:1 P:0,"1' 6""",82000,74,58,52,62,62,43,63,62,35,43,37,43,72,50,44,50,47,70,72,71,59,61,65,63,47,35,58,47,51,67,70,47,25,55,62,62,63,69,52,47,55,25,25,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,44,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
3647,Irving,Carlton,,175,68,3605,12/30/1985,8,1,R:1 P:0,"0' 3""",82000,78,46,52,56,65,57,63,72,38,39,36,35,65,41,34,33,34,61,69,60,65,60,71,74,59,35,55,56,57,70,73,68,30,53,57,52,72,57,55,48,55,25,25,99,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,86,50,47,25,55,25,55,55,0,37,68,45,66,70,45,45,68,19,6,2,0,51,3,1,4,4,1,6,3,1,5,2,0,51,49,97,50,18,92,50,31,40,99,1,27,44,98,63,46,47,59,88,44,88,99,34,37,34,66,10,87,57,18,43,19,58,50,50,50,50,15,15,15,28,87,56,36,99,97,97,40,98,16,16,30,2
3648,Porter,Steve,,190,68,3604,1/10/1984,9,1,R:1 P:0,"1' 6""",82000,54,61,37,36,36,32,50,57,57,77,70,75,73,73,57,71,66,25,25,31,68,43,40,54,44,25,51,42,63,41,33,49,25,70,83,58,47,71,53,54,75,69,35,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,50,30,42,30,42,42,30,59,38,61,50,70,91,25,30,51,4,4,5,92,5,11,4,4,6,31,5,10,4,3,5,92,70,30,50,25,90,64,10,51,39,19,38,13,49,24,2,6,0,2,0,22,5,39,69,57,57,18,92,1,15,52,52,63,50,50,50,50,18,18,18,63,10,0,9,79,10,85,45,99,53,53,36,10
3649,Thomas,Daniel,,250,68,3571,1/1/1984,38,1,R:1 P:0,"1' 6""",82000,70,42,44,40,57,27,66,62,30,37,34,32,68,50,35,35,47,64,65,72,44,57,61,67,40,30,60,59,49,64,55,45,25,49,39,50,75,62,66,27,45,62,30,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,82,75,63,75,63,63,60,80,6,28,57,46,83,25,49,64,6,3,2,87,4,4,4,6,4,5,4,4,5,3,2,87,5,0,50,65,77,56,11,47,42,35,14,10,76,8,2,0,2,0,15,5,1,82,83,35,81,84,5,0,49,13,13,1,50,50,50,50,1,1,1,30,10,2,2,14,10,27,35,34,68,68,43,80
3650,Day,K.J.,,170,69,3569,4/23/1974,6,6,R:1 P:0,"0' 9""",82000,62,72,59,38,53,38,63,65,68,58,70,69,78,79,61,78,62,35,34,39,80,53,45,65,65,25,55,63,63,35,45,57,25,77,84,61,49,63,77,57,62,52,25,99,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76,50,45,1,1,1,1,1,5,21,12,39,50,41,61,25,36,11,4,2,3,37,5,10,5,4,7,55,5,9,5,2,3,37,50,10,50,13,33,61,43,35,22,6,35,20,45,30,3,5,3,1,3,11,7,37,32,61,26,5,72,50,2,15,59,53,50,50,50,50,25,25,25,53,10,8,17,66,35,57,46,68,54,54,51,21
3651,Keefe,Will,,200,69,3601,12/22/1976,7,1,R:1 P:0,"3' 3""",82000,58,64,49,40,40,35,50,50,52,54,53,50,69,71,65,75,75,41,38,41,71,62,40,62,70,75,47,75,54,44,39,51,25,79,79,68,75,66,75,43,75,61,30,99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,59,50,59,50,60,50,60,60,10,77,57,86,52,84,44,25,30,36,4,4,5,61,5,11,4,4,6,37,5,10,4,3,5,61,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,43,65,66,59,72,0,45,31,31,35,50,50,50,50,33,33,33,35,6,0,17,60,9,72,59,56,56,56,33,21
3652,Joseph,Dustin,,195,69,3564,8/29/1979,8,1,R:1 P:0,"2' 2""",82000,78,65,66,48,63,42,66,68,59,52,52,59,75,66,59,56,59,49,46,49,58,48,62,79,73,30,54,62,50,58,82,61,30,79,81,85,64,64,65,54,57,73,25,99,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,50,73,50,90,50,90,90,10,77,27,86,52,84,44,25,35,36,4,3,6,59,3,9,4,3,5,95,4,10,5,3,6,59,93,53,50,18,66,42,27,48,25,90,40,29,31,22,7,5,8,1,1,15,6,35,49,59,66,59,72,0,45,31,31,30,50,50,50,50,33,33,33,35,6,0,17,60,10,72,59,56,56,56,33,21
3653,Martin,Colin,,235,69,3602,2/26/1970,9,1,R:1 P:0,"1' 9""",82000,70,60,62,61,62,49,59,66,41,35,85,84,64,53,48,49,43,74,74,69,55,57,70,56,41,30,54,56,58,72,67,63,25,48,56,49,68,64,53,85,86,69,25,99,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,82,50,79,75,63,75,63,63,60,80,42,28,57,46,83,25,49,61,6,3,2,76,4,4,4,6,4,18,4,4,5,3,2,76,70,0,50,65,77,56,11,47,42,35,14,10,76,8,2,6,2,0,0,22,1,82,83,48,81,84,5,0,49,13,13,30,50,50,50,50,1,1,1,30,10,0,1,14,10,27,35,34,68,68,43,80
3654,Splitter,Pooh,,240,69,3597,10/23/1978,16,1,R:1 P:0,"16' 4""",82000,78,63,68,72,75,31,84,85,40,49,42,49,66,48,40,40,40,69,86,85,60,54,75,63,47,85,63,60,54,65,64,62,30,43,57,62,68,53,60,44,80,42,25,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,87,50,88,50,84,50,84,84,10,67,5,94,99,70,99,25,68,63,6,2,0,54,3,1,4,4,1,66,3,1,5,2,0,54,97,1,50,32,99,44,22,56,97,11,89,72,45,98,24,45,18,96,75,75,80,35,43,40,99,7,98,60,18,93,19,54,50,50,50,50,87,87,87,28,87,56,72,94,9,63,36,41,60,60,28,2
3655,Jennings,Jesse,,180,69,3590,7/5/1977,17,1,R:1 P:0,"16' 10""",82000,70,61,37,25,32,45,69,65,48,52,71,75,78,70,63,58,63,37,34,40,62,58,41,70,55,25,63,61,49,35,25,25,25,80,79,62,44,84,63,56,58,59,25,99,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,50,99,50,88,50,88,88,45,82,42,57,99,91,54,25,36,58,4,2,3,44,5,10,5,4,7,23,5,9,5,2,3,44,97,69,50,90,97,47,12,56,98,24,99,58,39,94,32,48,42,77,57,69,97,36,47,63,98,73,97,23,33,27,97,65,50,50,50,50,94,94,94,76,94,88,91,62,74,88,31,58,96,96,44,2
